0
Rickettsia australis
Phycisphaera mikurensis
Selenomonas ruminantium
Blastococcus saxobsidens
Rickettsia philipii
Rickettsia canadensis
Azospirillum lipoferum
Oscillibacter valericigenes
Candidatus Arthromitus sp. SFB-rat-Yit
Pseudogulbenkiania sp. NH8B
Sphingobium sp. SYK-6
Marinobacter sp. BSs20148
Amycolatopsis mediterranei
Mycoplasma wenyonii
Candidatus Mycoplasma haemolamae
Melioribacter roseus
Caldilinea aerophila
Solibacillus silvestris
Clostridium sp. SY8519
Eggerthella sp. YY7918
Microlunatus phosphovorus
Kitasatospora setae
Terriglobus roseus
Aequorivita sublithincola
Alistipes finegoldii
Belliella baltica
Sulfurospirillum barnesii
Advenella kashmirensis
Mesotoga prima
Streptococcus parasanguinis
Burkholderia sp. KJ006
Blattabacterium sp. (Blaberus giganteus)
Mycobacterium sp. MOTT36Y
Solitalea canadensis
Methylophaga frappieri
Deinococcus gobiensis
Bacillus sp. JS
Helicobacter cetorum
Streptomyces cattleya
Spirochaeta thermophila
Serratia sp. AS13
Rufibacter radiotolerans
Afipia carboxidovorans
Candidatus Coxiella mudrowiae
Leptospira santarosai
Mycoplasma haemofelis
Halanaerobium praevalens
Fibrobacter succinogenes
Erwinia sp. Ejp617
Ignavibacterium album
Clostridium acetobutylicum
Thermus sp. CCB_US3_UF1
Brachyspira intermedia
Alicyclobacillus acidocaldarius
Frateuria aurantia
Spirochaeta africana
Rickettsia slovaca
Mycobacterium canettii
Companilactobacillus ginsenosidimutans
Levilactobacillus koreensis
Cyclobacterium amurskyense
Bacillus smithii
Saprospira grandis
Eubacterium callanderi
Yersinia aleksiciae
Acetobacterium woodii
Wigglesworthia glossinidia
Sulfobacillus acidophilus
Marinovum algicola
Pseudomonas ogarae
Methylotuvimicrobium alcaliphilum
Marinobacter psychrophilus
Clostridium aceticum
Scardovia inopinata
Parascardovia denticolens
Bifidobacterium scardovii
Komagataeibacter medellinensis
Burkholderia sp. YI23
Pseudodesulfovibrio mercurii
Clostridium sp. BNL1100
Clostridium carboxidivorans
Vibrio sp. EJY3
Pseudoxanthomonas spadix
Niastella koreensis
Mycolicibacterium rhodesiae
Owenweeksia hongkongensis
Streptomyces bingchenggensis
Desulfosporosinus orientis
Paenibacillus terrae
Oceanimonas sp. GK1
Granulicella mallensis
Filifactor alocis
Mycoplasma haemocanis
Sphaerochaeta pleomorpha
Streptomyces sp. Mg1
Desulfocurvibacter africanus
Acetivibrio clariflavus
Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu
candidate division Kazan bacterium GW2011_GWA1_50_15
Candidatus Campbellbacteria bacterium GW2011_OD1_34_28
Candidatus Woesebacteria bacterium GW2011_GWF1_31_35
Berkelbacteria bacterium GW2011_GWE1_39_12
candidate division TM6 bacterium GW2011_GWF2_28_16
Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17
Candidatus Beckwithbacteria bacterium GW2011_GWC1_49_16
Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1
Spiroplasma atrichopogonis
Croceicoccus naphthovorans
Pelagerythrobacter marensis
Endomicrobium proavitum
Archangium gephyra
Kosmotoga pacifica
Actinobacteria bacterium IMCC26256
Phytobacter ursingii
Mycobacterium sp. EPa45
Candidatus Liberibacter africanus
Corynebacterium uterequi
Corynebacterium testudinoris
Corynebacterium epidermidicanis
Corynebacterium mustelae
Thioalkalivibrio versutus
Kiritimatiella glycovorans
Polyangium brachysporum
Streptomyces leeuwenhoekii
Sphingomonas sanxanigenens
Hoeflea sp. IMCC20628
Streptomyces sp. CNQ-509
Spongiibacter sp. IMCC21906
Alcanivorax sp. NBRC 101098
Dehalococcoides sp. UCH007
Photorhabdus thracensis
Deinococcus soli (ex Cha et al. 2016)
candidate division SR1 bacterium Aalborg_AAW-1
Nitrosomonas communis
Sedimenticola thiotaurini
Pseudomonas sp. CCOS 191
Calothrix sp. 336/3
Sandaracinus amylolyticus
Salinicoccus halodurans
Dehalogenimonas sp. WBC-2
Paenibacillus durus
Sulfurovum lithotrophicum
Azospira oryzae
Kangiella geojedonensis
Paenibacillus riograndensis
Candidatus Filomicrobium marinum
Lactococcus piscium
Candidatus Methylopumilus planktonicus
Alkalihalobacillus pseudofirmus
Bacillus sp. LM 4-2
Spirosoma radiotolerans
Pontibacter korlensis
Polynucleobacter duraquae
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri
Xenorhabdus bovienii
Zobellia galactanivorans
Sneathia vaginalis
Pseudoxanthomonas suwonensis
Verrucomicrobia bacterium IMCC26134
Candidatus Pantoea carbekii
Agrobacterium fabacearum
Rickettsia monacensis
Clostridium scatologenes
Xenorhabdus doucetiae
Xenorhabdus poinarii
Magnetospira sp. QH-2
Acholeplasma palmae
Acholeplasma brassicae
Oleispira antarctica
Pseudorhizobium banfieldiae
Pseudodesulfovibrio aespoeensis
Pantoea sp. At-9b
Ruminococcus albus
Muricauda lutaonensis
Pelosinus fermentans
Halomonas sp. KO116
Chania multitudinisentens
Thermovirga lienii
Blattabacterium sp. (Mastotermes darwiniensis)
Paraburkholderia fungorum
Paenibacillus beijingensis
Martelella endophytica
Burkholderia sp. 2002721687
Bacillus intestinalis
Rhodococcus sp. B7740
Moritella viscosa
Defluviitoga tunisiensis
Aliivibrio wodanis
Legionella hackeliae
Fermentimonas caenicola
Methylacidiphilum fumariolicum
Candidatus Evansia muelleri
Clostridium cellulosi
Acholeplasma oculi
Legionella fallonii
Candidatus Methylopumilus turicensis
Peptoniphilus sp. ING2-D1G
Acidaminococcus intestini
Psychromicrobium lacuslunae
Paenibacillus sp. IHBB 10380
Sphingobium sp. YBL2
Taylorella asinigenitalis
Glaciecola nitratireducens
Blattabacterium sp. (Blattella germanica)
Roseobacter litoralis
Maribacter sp. HTCC2170
Siansivirga zeaxanthinifaciens
Photobacterium gaetbulicola
Gynuella sunshinyii
Ligilactobacillus ruminis
Parvularcula bermudensis
Enterobacter soli
Thermoanaerobacter wiegelii
Sphingomonas hengshuiensis
Rugosibacter aromaticivorans
Alteromonas australica
Streptomyces sp. SirexAA-E
Streptomyces violaceusniger
Caldicellulosiruptor lactoaceticus
Muricauda ruestringensis
Pseudomonas sp. MRSN12121
Streptomyces cyaneogriseus
Cronobacter turicensis
Borreliella bissettiae
Cyclobacterium marinum
Corynebacterium variabile
Helicobacter felis
Treponema caldarium
Leuconostoc sp. C2
Pseudothermotoga thermarum
Treponema paraluiscuniculi
Runella slithyformis
Granulicella tundricola
Francisella salina
Thermodesulfatator indicus
Thermodesulfobacterium geofontis
Mesorhizobium opportunistum
Lacinutrix sp. 5H-3-7-4
Cellulomonas gilvus
Flexistipes sinusarabici
Corynebacterium resistens
Candidatus Frankia datiscae
Mageeibacillus indolicus
Sphingobium chlorophenolicum
Desulfotomaculum ruminis
Isoptericola variabilis
Thiomicrospira cyclica
Treponema primitia
Treponema azotonutricium
Mycolicibacter sinensis
Methylomonas methanica
Desulfofundulus kuznetsovii
Alteromonas naphthalenivorans
Thermoanaerobacterium xylanolyticum
Serratia sp. AS12
Desulfotomaculum nigrificans
Marinomonas posidonica
Hoyosella subflava
Micromonospora sp. L5
Thermoanaerobacter brockii
Mahella australiensis
Tepidanaerobacter acetatoxydans
Haliscomenobacter hydrossis
Treponema brennaborense
Porphyromonas asaccharolytica
Thermodesulfobium narugense
Dokdonia sp. 4H-3-7-5
Gallibacterium anatis
Pseudonocardia dioxanivorans
Geobacillus sp. Y412MC52
Shewanella sp. ANA-3
Desulfurobacterium thermolithotrophum
Syntrophobotulus glycolicus
Phocaeicola salanitronis
Deinococcus proteolyticus
Rahnella sp. Y9602
Thermus scotoductus
Desulfobulbus propionicus
Deinococcus maricopensis
Isosphaera pallida
Cellulophaga algicola
Nitratifractor salsuginis
Bacteroides helcogenes
Thermovibrio ammonificans
Mycolicibacterium gilvum
Pseudoalteromonas sp. SM9913
Oceanithermus profundus
Sulfuricurvum kujiense
Candidatus Liberibacter solanacearum
Marivirga tractuosa
Calditerrivibrio nitroreducens
Mycoplasma leachii
Paludibacter propionicigenes
Halanaerobium hydrogeniformans
Leadbetterella byssophila
Frankia inefficax
Ilyobacter polytropus
Sulfurimonas autotrophica
Gloeothece verrucosa
Candidatus Zinderia insecticola
Clostridium cellulovorans
Gallionella capsiferriformans
Caldicellulosiruptor obsidiansis
Butyrivibrio proteoclasticus
Acetohalobium arabaticum
Thermosediminibacter oceani
Lacrimispora saccharolytica
Brevundimonas subvibrioides
Desulfarculus baarsii
Olsenella uli
Clostridium ljungdahlii
Dehalogenimonas lykanthroporepellens
Nitrosococcus watsonii
Selenomonas sputigena
Sphaerochaeta coccoides
Candidatus Pelagibacter sp. IMCC9063
Bacillus sp. YP1
Micromonospora maris
Mycetohabitans rhizoxinica
Mycoplasma yeatsii
Carnobacterium sp. 17-4
Coriobacterium glomerans
Marinithermus hydrothermalis
Desulfobacca acetoxidans
Treponema succinifaciens
Stigmatella aurantiaca
Anaerolinea thermophila
Glutamicibacter arilaitensis
Nitrospira defluvii
Acinetobacter oleivorans
Trichormus azollae
Photorhabdus asymbiotica
Acetoanaerobium sticklandii
Bartonella tribocorum
Nitrosospira multiformis
Croceibacter atlanticus
Deinococcus geothermalis
Photobacterium profundum
Arthrobacter sp. FB24
Rhodopirellula baltica
Tropheryma whipplei
Parasynechococcus marenigrum
Mycoplasma suis
Acidiphilium multivorum
Microbacterium testaceum
gamma proteobacterium HdN1
Polymorphum gilvum
Pseudopedobacter saltans
Methylovorus sp. MP688
Fluviicola taffensis
Hippea maritima
Lachnospira eligens
Cellulosilyticum lentocellum
Marinomonas mediterranea
Sediminispirochaeta smaragdinae
Corynebacterium marinum
Yersinia rohdei
Yersinia aldovae
Corynebacterium singulare
Rubinisphaera brasiliensis
Starkeya novella
Myroides profundi
Bacillus pseudomycoides
Rhodomicrobium vannielii
Evansella cellulosilytica
Thermaerobacter marianensis
Thermotoga sp. RQ7
Acidovorax avenae
Rickettsiales bacterium Ac37b
Sphaerochaeta globosa
Pseudarthrobacter phenanthrenivorans
Hydrogenobaculum sp. SHO
Hydrogenobaculum sp. 3684
Bacillus bombysepticus
Marinobacter similis
Streptomyces vietnamensis
Pseudomonas sp. StFLB209
Paucilactobacillus hokkaidonensis
Chryseobacterium sp. StRB126
Wolbachia endosymbiont of Cimex lectularius
cyanobacterium endosymbiont of Epithemia turgida
Bacillus sp. OxB-1
Burkholderiales bacterium GJ-E10
Serpentinomonas mccroryi
Serpentinomonas raichei
Burkholderia sp. RPE67
Mycoplasma canadense
Thioploca ingrica
Candidatus Tachikawaea gelatinosa
Winogradskyella sp. PG-2
Caldicellulosiruptor kronotskyensis
Thermotoga profunda
Caldicellulosiruptor kristjanssonii
Thermotoga caldifontis
Sulfuritalea hydrogenivorans
Caldicellulosiruptor owensensis
Thiolapillus brandeum
Caldicellulosiruptor hydrothermalis
Terriglobus saanensis
Candidatus Ishikawaella capsulata
Ferrimonas balearica
Methyloceanibacter caenitepidi
Geoalkalibacter subterraneus
Bacillus sp. BH072
Celeribacter indicus
Corynebacterium humireducens
Jeotgalibacillus malaysiensis
Geobacter pickeringii
Synechococcus sp. UTEX 2973
Thalassospira xiamenensis
Alcanivorax pacificus
Campylobacter subantarcticus
Campylobacter sp. RM16704
Pseudothermotoga hypogea
Streptomyces sp. 769
Allofrancisella guangzhouensis
Xanthomonas sacchari
Bacillus sp. Pc3
Mycoplasma flocculare
Coxiella endosymbiont of Amblyomma americanum
Berryella intestinalis
Pantoea sp. PSNIH1
Borreliella chilensis
Frischella perrara
Myroides sp. A21
Sphingopyxis fribergensis
Candidatus Nanosynbacter lyticus
Cellulophaga baltica
Hymenobacter sp. DG25B
endosymbiont of unidentified scaly snail isolate Monju
Bacillus sp. WP8
Deinococcus radiopugnans
Thermotoga sp. Cell2
Thermotoga sp. 2812B
Pseudoalteromonas piratica
Planococcus sp. PAMC 21323
Arthrobacter sp. PAMC 25486
Pimelobacter simplex
Treponema sp. OMZ 838
Vibrio tubiashii
Curtobacterium sp. MR_MD2014
Streptomyces sp. CCM_MD2014
Novosphingobium pentaromativorans
Corynebacterium doosanense
Francisella sp. FSC1006
Sphingomonas taxi
Thermoanaerobacter kivui
Streptomyces glaucescens
Pseudomonas rhizosphaerae
Lactobacillus sp. wkB8
Pseudomonas cremoricolorata
Pantoea rwandensis
Paenibacillus graminis
Paenibacillus stellifer
Paenibacillus borealis
Paenibacillus sp. FSL R7-0331
Paenibacillus sp. FSL R7-0273
Paenibacillus sp. FSL R5-0912
Paenibacillus sp. FSL R5-0345
Paenibacillus sp. FSL P4-0081
Paenibacillus sp. FSL H7-0737
Paenibacillus sp. FSL H7-0357
Prochlorococcus sp. MIT 0801
Prochlorococcus sp. MIT 0604
Methylobacterium oryzae
Paraburkholderia xenovorans
Candidatus Izimaplasma sp. HR1
Corynebacterium sp. ATCC 6931
Treponema putidum
Dokdonia sp. MED134
Pseudomonas soli
Serratia sp. SCBI
Sphingobacterium sp. ML3W
Bacillus sp. X1(2014)
Corynebacterium ureicelerivorans
Basilea psittacipulmonis
Candidatus Paracaedimonas acanthamoebae
Candidatus Paracaedibacter acanthamoebae
Borreliella valaisiana
Edwardsiella anguillarum
Amycolatopsis methanolica
Planktomarina temperata
Bifidobacterium coryneforme
Synechococcus sp. KORDI-52
Synechococcus sp. KORDI-49
Synechococcus sp. KORDI-100
Hymenobacter sp. APR13
Thermodesulfobacterium commune
Corynebacterium atypicum
Amycolatopsis japonica
Neorhizobium galegae
endosymbiont of Acanthamoeba sp. UWC8
Dermacoccus nishinomiyaensis
Dyella japonica
Terribacillus goriensis
Pelosinus sp. UFO1
Virgibacillus sp. SK37
Fimbriimonas ginsengisoli
Actinotignum schaalii
Synechocystis sp. PCC 6714
Bacillus methanolicus
Mucinivorans hirudinis
Ruminococcus bicirculans
Mycoplasma amphoriforme
Candidatus Walczuchella monophlebidarum
Candidatus Arthromitus sp. SFB-mouse-NL
Bifidobacterium indicum
Alkalihalobacillus lehensis
Rhodoluna lacicola
Rhizobium sp. IE4771
Halomonas campaniensis
Serratia sp. FS14
Waddlia chondrophila
Truepera radiovictrix
Syntrophothermus lipocalidus
Bacillus selenitireducens
Desulfurivibrio alkaliphilus
Meiothermus silvanus
Thermoanaerobacter mathranii
Methylotenera versatilis
Geobacillus sp. C56-T3
Segniliparus rotundus
Arcobacter nitrofigilis
Thermincola potens
Cellulomonas flavigena
Brachyspira murdochii
Planctopirus limnophila
Paraburkholderia atlantica
Kyrpidia tusciae
Shewanella violacea
Sphingobium indicum
Plautia stali symbiont
Streptomyces scabiei
Thermotoga naphthophila
Blattabacterium sp. (Periplaneta americana)
Rubrobacter radiotolerans
Neorickettsia helminthoeca
Ehrlichia chaffeensis
Ehrlichia sp. HF
Corynebacterium glyciniphilum
Draconibacterium orientale
Castellaniella defragrans
Paenibacillus sabinae
Lysinibacillus varians
Snodgrassella alvi
Gilliamella apicola
Flammeovirgaceae bacterium 311
Peptoclostridium acidaminophilum
Roseibacterium elongatum
Brucella ceti
Corynebacterium argentoratense
Candidatus Hepatoplasma crinochetorum
Yersinia similis
Clostridium bornimense
Hymenobacter swuensis
Amycolatopsis keratiniphila
Spiroplasma sabaudiense
Spiroplasma mirum
Spiroplasma culicicola
Vibrio atlanticus
Zunongwangia profunda
Mycoplasma crocodyli
Aminobacterium colombiense
Candidatus Puniceispirillum marinum
Coraliomargarita akajimensis
Sideroxydans lithotrophicus
Nitrosococcus halophilus
Stackebrandtia nassauensis
Meiothermus ruber
Denitrovibrio acetiphilus
Deferribacter desulfuricans
Thermoanaerobacter italicus
Thermocrinis albus
Thioalkalivibrio sp. K90mix
Azospirillum sp. B510
Allochromatium vinosum
Candidatus Atelocyanobacterium thalassa
Corynebacterium vitaeruminis
Corynebacterium casei
Geodermatophilus obscurus
Acidaminococcus fermentans
Conexibacter woesei
Spirosoma linguale
Kribbella flavida
Pirellula staleyi
Citrobacter rodentium
Streptosporangium roseum
Anaplasma centrale
Xylanimonas cellulosilytica
Thermobaculum terrenum
Sphaerobacter thermophilus
Thermanaerovibrio acidaminovorans
Sanguibacter keddieii
Sebaldella termitidis
Sulfurospirillum deleyianum
Thermomonospora curvata
Vibrio antiquarius
Haliangium ochraceum
Halothiobacillus neapolitanus
Paenibacillus sp. Y412MC10
Ammonifex degensii
Wolbachia endosymbiont of Onchocerca volvulus
Kutzneria albida
Mycoplasma bovoculi
Nocardia nova
Gemmatirosa kalamazoonesis
Mannheimia sp. USDA-ARS-USMARC-1261
Advenella mimigardefordensis
Opitutaceae bacterium TAV5
Thiomicrospira aerophila
Borrelia parkeri
Marichromatium purpuratum
Desulfitobacterium metallireducens
Niabella soli
Thioalkalivibrio paradoxus
Sodalis praecaptivus
Candidatus Sodalis pierantonius
Synechococcus sp. WH 8109
Candidatus Babela massiliensis
Barnesiella viscericola
Thermocrinis ruber
Leisingera methylohalidivorans
Pseudomonas sp. FGI182
Mycoplasma ovis
Ehrlichia muris
Pseudomonas sp. TKP
Salinispira pacifica
Bordetella petrii
Gluconacetobacter diazotrophicus
Geobacillus genomosp. 3
Pseudothermotoga elfii
Candidatus Saccharibacteria bacterium RAAC3_TM7_1
Hyphomicrobium nitrativorans
candidate division SR1 bacterium RAAC1_SR1_1
candidate division WWE3 bacterium RAAC2_WWE3_1
Spiroplasma apis
Synechococcus sp. RCC307
Synechococcus sp. WH 7803
Exiguobacterium sp. MH3
Candidatus Liberibacter americanus
Pseudomonas sp. VLB120
Actinoplanes friuliensis
Gramella forsetii
Carnobacterium inhibens
Frankia alni
Chromohalobacter salexigens
Spiribacter curvatus
Gloeobacter kilaueensis
Streptococcus ilei
Candidatus Symbiobacter mobilis
Mycoplasma parvum
Bacteroidales bacterium CF
Bacillus infantis
Blattabacterium sp. (Nauphoeta cinerea)
Sulfuricella denitrificans
Acinetobacter baylyi
Candidatus Blochmannia floridanus
Flavobacterium indicum
Prevotella sp. oral taxon 299
Paracoccus aminophilus
Streptomyces collinus
Corynebacterium maris
Cycloclasticus zancles
Spiroplasma diminutum
Spiroplasma taiwanense
Candidatus Phytoplasma mali
Erwinia tasmaniensis
Bradyrhizobium sp. ORS 278
Herminiimonas arsenicoxydans
Aromatoleum aromaticum
Desulfotalea psychrophila
Nakamurella multipartita
Desulfohalobium retbaense
Lancefieldella parvula
Desulfofarcimen acetoxidans
Robiginitalea biformata
Anaerococcus prevotii
Kangiella koreensis
Catenulispora acidiphila
Chitinophaga pinensis
Leptotrichia buccalis
Saccharomonospora viridis
Cryptobacterium curtum
Pedobacter heparinus
Hirschia baltica
Methylovorus glucosotrophus
Flavobacteriaceae bacterium 3519-10
Methylotenera mobilis
Dickeya chrysanthemi
Musicola paradisiaca
Maridesulfovibrio salexigens
Brachybacterium faecium
Kosmotoga olearia
Acidimicrobium ferrooxidans
Actinosynnema mirum
Desulfomicrobium baculatum
Dyadobacter fermentans
Beutenbergia cavernae
Tolumonas auensis
Exiguobacterium sp. AT1b
Teredinibacter turnerae
Rickettsia africae
Brucella microti
Bartonella grahamii
Acidobacterium capsulatum
Neorickettsia risticii
Caldicellulosiruptor bescii
Acidovorax ebreus
Wolbachia sp. wRi
Geobacter daltonii
Anaeromyxobacter dehalogenans
Methylobacterium nodulans
Ruminiclostridium cellulolyticum
Pseudarthrobacter chlorophenolicus
Thioalkalivibrio sulfidiphilus
Chloroflexus aggregans
Desulfitobacterium hafniense
Desulfatibacillum aliphaticivorans
Gloeothece citriformis
Rippkaea orientalis
Thauera sp. MZ1T
Methylocella silvestris
Nautilia profundicola
Thermomicrobium roseum
Dictyoglomus turgidum
Persephonella marina
Sulfurihydrogenibium azorense
Rickettsia peacockii
Thermosipho africanus
Thermodesulfovibrio yellowstonii
Dictyoglomus thermophilum
Coprothermobacter proteolyticus
Anaeromyxobacter sp. K
Citrifermentans bemidjiense
Deinococcus deserti
Pelodictyon phaeoclathratiforme
Prosthecochloris aestuarii
Eubacterium rectale
Candidatus Amoebophilus asiaticus
Chloroherpeton thalassium
Chlorobaculum parvum
Halothermothrix orenii
Chlorobium limicola
Geobacter lovleyi
Desulfobacterium autotrophicum
Anaplasma marginale
Elusimicrobium minutum
Paraburkholderia phymatum
Nostoc punctiforme
Natranaerobius thermophilus
Opitutus terrae
Exiguobacterium sibiricum
Beijerinckia indica
Leptothrix cholodnii
Methylobacterium radiotolerans
Borrelia recurrentis
Methylacidiphilum infernorum
Thermotoga sp. RQ2
Shewanella woodyi
Synechococcus sp. PCC 7002
Cellvibrio japonicus
Shewanella halifaxensis
Heliomicrobium modesticaldum
Thermoanaerobacter pseudethanolicus
Thermoanaerobacter sp. X514
Thermotoga neapolitana
Chloroflexus aurantiacus
Lachnoclostridium phytofermentans
Petrotoga mobilis
Herpetosiphon aurantiacus
Desulfococcus oleovorans
Alkaliphilus oremlandii
Shewanella pealeana
Rickettsia akari
Dinoroseobacter shibae
Prochlorococcus marinus
Shewanella sediminis
Pseudothermotoga lettingae
Crocosphaera subtropica
Roseiflexus castenholzii
Corynebacterium terpenotabidum
Leptospira biflexa
Psychrobacter sp. G
Parvibaculum lavamentivorans
Fervidobacterium nodosum
Anaeromyxobacter sp. Fw109-5
Kineococcus radiotolerans
Phenylobacterium zucineum
Sinorhizobium medicae
Alkaliphilus metalliredigens
Brucella ovis
Thermotoga petrophila
Geobacter uraniireducens
Acidiphilium cryptum
Roseiflexus sp. RS-1
Flavobacterium johnsoniae
Rickettsia massiliae
Caldicellulosiruptor saccharolyticus
Salinispora tropica
Enterobacter sp. 638
Rhodospirillum centenum
Desulfotomaculum reducens
Shewanella loihica
Methylibium petroleiphilum
Halorhodospira halophila
Verminephrobacter eiseniae
Acidovorax sp. JS42
Polaromonas naphthalenivorans
Dichelobacter nodosus
Mycolicibacterium vanbaalenii
Psychromonas ingrahamii
Nocardioides sp. JS614
Shewanella amazonensis
Bradyrhizobium sp. BTAi1
Chlorobium phaeobacteroides
Candidatus Ruthia magnifica
Pelobacter propionicus
Acidothermus cellulolyticus
Syntrophobacter fumaroxidans
Paenarthrobacter aurescens
Shewanella piezotolerans
Magnetococcus marinus
Alkalilimnicola ehrlichii
Nitrosomonas eutropha
Maricaulis maris
Syntrophomonas wolfei
Shewanella frigidimarina
Synechococcus sp. CC9311
Rhodococcus jostii
Cytophaga hutchinsonii
Ruegeria sp. TM1040
Candidatus Koribacter versatilis
Sphingopyxis alaskensis
Nitrobacter hamburgensis
Polaromonas sp. JS666
Shewanella denitrificans
Methylobacillus flagellatus
Saccharophagus degradans
Janthinobacterium sp. Marseille
Rhodoferax ferrireducens
Jannaschia sp. CCS1
Syntrophus aciditrophicus
Frankia casuarinae
Novosphingobium aromaticivorans
Synechococcus sp. JA-2-3B'a(2-13)
Synechococcus sp. JA-3-3Ab
Neorickettsia sennetsu
Hyphomonas neptunium
Hahella chejuensis
Sulfurimonas denitrificans
Geobacter metallireducens
Syntrophotalea carbinolica
Carboxydothermus hydrogenoformans
Nitrosococcus oceani
Thiobacillus denitrificans
Nitrobacter winogradskyi
Desulfovibrio alaskensis
Synechococcus sp. CC9902
Pelodictyon luteolum
Candidatus Pelagibacter ubique
Colwellia psychrerythraea
Psychrobacter arcticus
Aster yellows witches'-broom phytoplasma
Aliivibrio fischeri
Candidatus Blochmannia pennsylvanicus
Gloeobacter violaceus
Corynebacterium efficiens
Mycoplasma penetrans
Desulfovibrio magneticus
Pelotomaculum thermopropionicum
Azorhizobium caulinodans
Candidatus Vesicomyosocius okutanii
Sulfurovum sp. NBC37-1
Nitratiruptor sp. SB155-2
Gemmatimonas aurantiaca
Magnetospirillum magneticum
Chlamydia felis
Symbiobacterium thermophilum
Nostoc sp. PCC 7120 = FACHB-418
Alcanivorax borkumensis
Helicobacter acinonychis
Nitrosomonas europaea
Aquifex aeolicus
Mycoplasma mobile
Treponema denticola
Helicobacter hepaticus
Mannheimia succiniciproducens
Chlamydia caviae
Caldanaerobacter subterraneus
Rickettsia conorii
Chlorobaculum tepidum
